hr_deviation,sleep_hours,activity_minutes,label
1.069,6.28,73.4,MODERATE
0.955,8.16,53.8,LOW
1.119,6.44,65.0,MODERATE
1.019,7.49,25.6,LOW
1.069,7.67,51.2,LOW
1.15,4.45,80.8,HIGH
1.174,4.06,58.2,HIGH
1.02,8.58,24.4,LOW
1.123,4.0,67.9,HIGH
0.951,8.19,43.0,LOW
1.06,8.14,36.3,LOW
0.997,7.4,37.6,LOW
0.962,7.08,31.7,LOW
1.028,7.6,31.1,LOW
0.979,8.73,58.0,LOW
1.089,6.15,42.1,HIGH
1.042,8.82,35.0,LOW
1.058,6.28,54.4,MODERATE
1.02,7.26,38.2,LOW
1.226,6.16,46.6,HIGH
1.176,4.99,69.6,HIGH
1.071,6.02,38.6,MODERATE
1.085,6.91,66.0,MODERATE
1.104,7.07,72.1,MODERATE
1.073,6.3,67.6,MODERATE
1.068,6.31,33.9,MODERATE
1.087,6.01,72.2,HIGH
1.2,6.06,84.4,HIGH
0.988,7.52,55.7,LOW
1.113,5.78,84.3,HIGH
1.102,6.39,50.6,MODERATE
0.962,7.34,46.7,LOW
1.063,6.63,62.3,MODERATE
1.101,6.01,88.3,HIGH
1.09,7.37,58.5,MODERATE
1.2,5.23,72.2,HIGH
1.226,4.48,58.3,HIGH
1.072,6.19,71.0,MODERATE
1.018,8.61,43.3,LOW
1.225,5.29,67.4,HIGH
1.116,6.94,47.8,MODERATE
0.98,7.63,26.1,LOW
1.049,6.82,70.7,MODERATE
1.013,7.82,23.9,LOW
1.087,6.37,61.9,MODERATE
1.191,4.78,49.1,HIGH
1.1,4.09,74.7,HIGH
0.994,8.28,20.0,LOW
1.086,4.22,84.1,HIGH
1.03,7.21,50.1,LOW
1.203,6.23,85.6,HIGH
1.115,5.47,77.7,HIGH
1.0,8.19,32.0,LOW
0.992,8.16,33.5,LOW
1.02,7.86,52.6,LOW
1.072,6.55,46.9,MODERATE
1.111,7.27,51.3,MODERATE
1.069,8.14,58.9,LOW
1.077,6.34,56.1,MODERATE
1.111,7.33,51.7,MODERATE
0.963,7.32,33.6,LOW
1.053,6.18,31.6,MODERATE
1.197,4.8,47.8,HIGH
0.962,8.58,41.3,LOW
1.055,7.34,44.3,MODERATE
1.156,6.29,40.1,HIGH
1.083,6.88,48.2,MODERATE
1.24,6.04,89.3,HIGH
1.081,7.22,59.8,MODERATE
0.993,8.14,27.0,LOW
1.124,5.5,83.4,HIGH
1.134,6.21,45.0,HIGH
1.057,7.16,37.2,MODERATE
1.12,4.81,75.4,HIGH
1.244,4.06,60.4,HIGH
1.115,7.04,68.4,MODERATE
1.12,6.4,72.9,HIGH
1.051,6.15,36.6,MODERATE
1.046,7.38,75.0,MODERATE
1.017,7.34,38.2,LOW
1.103,5.37,54.9,HIGH
1.0,7.38,26.9,LOW
1.033,7.01,68.9,MODERATE
1.108,6.15,56.9,HIGH
1.213,4.58,46.5,HIGH
1.043,7.18,58.3,MODERATE
1.218,6.38,85.2,HIGH
1.202,4.92,62.4,HIGH
1.231,6.2,70.0,HIGH
1.043,8.3,21.4,LOW
0.953,8.44,25.3,LOW
1.082,6.55,63.1,MODERATE
1.204,5.1,50.1,HIGH
1.087,6.61,70.6,MODERATE
1.016,8.58,52.9,LOW
1.177,5.46,44.3,HIGH
1.064,6.11,60.5,MODERATE
1.208,6.23,76.7,HIGH
1.085,5.69,68.2,HIGH
1.013,8.52,28.3,LOW
1.057,6.63,30.7,MODERATE
1.105,6.84,42.0,MODERATE
1.101,7.47,47.4,MODERATE
1.089,6.45,47.7,MODERATE
1.04,8.67,37.4,LOW
1.125,5.07,53.6,HIGH
1.086,6.07,45.4,MODERATE
1.098,6.99,57.5,MODERATE
1.033,8.59,42.5,LOW
1.033,8.7,39.1,LOW
1.032,8.03,26.0,LOW
0.951,7.65,31.6,LOW
1.192,5.21,73.4,HIGH
1.187,6.47,70.3,HIGH
1.035,8.32,29.2,LOW
1.033,8.07,24.9,LOW
1.105,7.13,52.9,MODERATE
1.042,7.38,70.3,MODERATE
1.181,5.49,69.7,HIGH
0.961,8.71,58.7,LOW
1.027,7.73,20.9,LOW
1.036,8.35,29.2,LOW
0.981,8.72,41.1,LOW
1.072,7.41,46.4,MODERATE
1.089,6.69,35.7,MODERATE
1.051,6.58,72.6,MODERATE
1.057,8.76,40.4,LOW
1.063,8.13,47.5,LOW
1.076,6.2,65.0,MODERATE
1.111,6.9,66.9,MODERATE
1.061,6.32,33.6,MODERATE
1.008,8.78,51.1,LOW
1.093,6.4,45.9,HIGH
1.036,7.05,32.2,MODERATE
1.096,6.85,30.2,MODERATE
0.959,8.65,43.9,LOW
1.209,5.07,79.1,HIGH
1.078,7.4,50.8,MODERATE
1.061,8.26,27.1,LOW
1.078,6.59,72.1,MODERATE
1.096,6.63,32.8,MODERATE
0.952,8.07,45.3,LOW
1.174,6.0,69.9,HIGH
1.187,5.35,70.4,HIGH
1.238,6.46,74.0,HIGH
1.155,6.18,40.3,HIGH
1.06,7.84,42.5,LOW
1.186,5.16,79.7,HIGH
1.049,8.29,21.0,LOW
0.962,8.97,34.4,LOW
1.099,6.86,34.8,MODERATE
1.108,6.93,45.0,MODERATE
1.043,7.9,39.6,LOW
1.095,6.37,46.5,MODERATE
1.066,7.96,29.4,LOW
1.046,6.83,67.0,MODERATE
0.958,7.33,28.6,LOW
1.046,6.69,31.4,MODERATE
1.09,4.21,57.8,HIGH
1.022,7.45,37.4,LOW
1.095,6.97,61.4,MODERATE
1.068,7.75,34.5,LOW
1.062,7.47,41.0,MODERATE
0.986,7.32,49.2,LOW
1.008,7.08,41.0,LOW
1.053,6.24,74.6,MODERATE
1.089,6.71,39.5,MODERATE
1.023,8.32,48.9,LOW
1.164,6.36,45.7,HIGH
1.162,4.44,89.6,HIGH
1.084,6.08,51.1,MODERATE
1.067,7.38,26.5,LOW
1.164,4.43,85.9,HIGH
1.05,7.75,58.6,LOW
0.97,8.53,39.6,LOW
1.109,6.29,74.1,MODERATE
1.111,4.8,75.8,HIGH
1.05,6.06,38.7,MODERATE
1.007,7.14,48.7,LOW
1.049,8.79,57.7,LOW
0.952,7.36,30.5,LOW
1.157,5.23,73.7,HIGH
1.152,5.21,80.1,HIGH
1.088,7.33,55.8,MODERATE
1.11,6.21,70.0,HIGH
1.121,4.57,49.0,HIGH
1.038,7.92,27.5,LOW
1.174,6.16,84.7,HIGH
1.149,5.92,62.5,HIGH
1.15,5.54,51.0,HIGH
1.109,5.01,68.6,HIGH
1.238,5.98,76.6,HIGH
0.979,8.12,25.6,LOW
1.048,6.52,50.6,MODERATE
1.032,7.29,46.2,LOW
0.954,7.21,46.3,LOW
1.05,6.76,54.9,MODERATE
1.175,4.28,63.4,HIGH
1.095,7.34,32.7,MODERATE
1.054,7.27,73.3,MODERATE
1.099,6.73,71.5,MODERATE
1.087,5.18,79.0,HIGH
1.117,6.06,43.0,MODERATE
1.216,5.1,57.7,HIGH
1.075,6.63,51.9,MODERATE
0.993,8.82,51.9,LOW
1.095,6.38,85.6,HIGH
1.235,4.28,48.2,HIGH
0.989,8.9,50.9,LOW
1.042,7.45,50.5,MODERATE
1.099,6.42,58.8,MODERATE
1.102,6.05,37.1,MODERATE
1.181,4.31,46.5,HIGH
1.034,7.32,69.2,MODERATE
1.062,7.16,41.0,MODERATE
1.08,4.88,62.0,HIGH
1.141,4.01,49.5,HIGH
0.952,7.34,52.0,LOW
1.18,4.68,49.1,HIGH
1.155,5.28,73.6,HIGH
1.057,7.34,53.3,LOW
1.1,5.52,50.0,HIGH
1.105,6.99,33.4,MODERATE
1.19,4.78,64.6,HIGH
1.133,5.65,65.2,HIGH
0.992,7.52,36.5,LOW
1.082,7.29,73.1,MODERATE
1.13,5.07,85.6,HIGH
1.146,4.58,49.3,HIGH
1.117,6.29,53.6,MODERATE
1.036,7.42,74.4,MODERATE
1.115,6.74,34.9,MODERATE
1.172,4.71,58.7,HIGH
1.054,7.08,39.5,LOW
1.243,5.37,67.7,HIGH
1.147,5.02,74.3,HIGH
1.215,6.41,48.7,HIGH
1.218,4.46,72.6,HIGH
1.105,4.94,71.3,HIGH
1.095,4.56,47.6,HIGH
1.107,6.03,61.5,MODERATE
1.011,8.95,48.4,LOW
1.035,7.51,27.5,LOW
1.037,7.17,70.2,MODERATE
1.112,6.4,49.8,MODERATE
1.038,7.23,42.9,LOW
1.205,5.59,88.8,HIGH
1.054,7.68,43.0,LOW
1.05,8.28,27.5,LOW
1.074,7.47,58.7,MODERATE
1.074,7.24,46.7,MODERATE
1.149,5.9,83.8,HIGH
1.097,6.4,41.5,MODERATE
1.032,8.57,37.8,LOW
1.229,5.92,89.0,HIGH
1.082,7.27,38.6,MODERATE
1.044,7.03,36.3,MODERATE
0.971,8.02,56.9,LOW
0.971,7.0,41.4,LOW
1.12,6.21,70.8,MODERATE
1.034,8.51,40.2,LOW
1.034,7.04,40.9,LOW
1.043,8.27,51.4,LOW
1.194,4.14,47.1,HIGH
1.086,6.61,72.1,MODERATE
1.165,4.48,44.1,HIGH
1.045,8.81,27.3,LOW
1.158,4.99,42.4,HIGH
1.097,6.39,64.8,MODERATE
0.957,7.87,54.8,LOW
1.188,5.73,44.6,HIGH
1.056,6.11,44.6,MODERATE
1.039,6.92,55.6,MODERATE
1.214,4.24,51.4,HIGH
1.053,7.29,46.0,LOW
1.028,8.36,27.3,LOW
1.089,6.07,61.5,MODERATE
1.044,8.35,31.3,LOW
1.209,5.59,77.1,HIGH
1.198,5.96,82.4,HIGH
1.055,6.02,59.0,MODERATE
1.112,6.33,38.2,MODERATE
1.034,6.83,61.0,MODERATE
1.046,7.01,37.9,LOW
1.032,8.52,22.8,LOW
0.964,8.16,58.8,LOW
1.097,4.44,53.7,HIGH
1.078,6.82,53.6,MODERATE
1.145,5.41,44.0,HIGH
1.084,6.03,43.8,MODERATE
1.169,5.34,57.9,HIGH
1.004,8.57,28.7,LOW
1.108,6.61,50.2,MODERATE
1.095,6.43,80.3,HIGH
0.963,8.74,25.6,LOW
1.196,4.77,86.3,HIGH
1.085,4.49,62.0,HIGH
1.039,6.23,53.4,MODERATE
1.248,4.78,68.0,HIGH
1.047,7.8,20.9,LOW
1.104,6.12,38.7,MODERATE
1.094,7.23,50.1,MODERATE
0.979,8.39,28.0,LOW
1.044,8.98,26.5,LOW
1.112,5.55,64.3,HIGH
1.03,7.52,53.8,LOW
1.119,6.36,39.1,MODERATE
1.029,7.2,29.6,LOW
1.047,7.08,38.5,LOW
1.102,5.14,54.2,HIGH
0.965,8.09,52.2,LOW
1.087,7.01,44.5,MODERATE
0.986,8.24,30.5,LOW
0.991,8.54,49.2,LOW
1.207,4.7,62.2,HIGH
1.174,5.42,61.9,HIGH
1.087,7.34,54.8,MODERATE
1.078,7.4,67.8,MODERATE
1.038,7.27,34.2,LOW
1.058,6.86,36.3,MODERATE
1.084,4.11,75.8,HIGH
0.978,8.65,30.0,LOW
0.986,7.35,45.4,LOW
1.162,4.12,71.2,HIGH
1.105,7.12,50.6,MODERATE
0.981,7.99,22.7,LOW
1.247,6.15,67.2,HIGH
1.17,5.11,48.1,HIGH
0.971,7.05,40.5,LOW
1.133,4.56,42.8,HIGH
1.035,7.49,31.6,MODERATE
1.006,7.11,58.6,LOW
1.248,4.98,49.6,HIGH
1.116,7.19,56.4,MODERATE
1.214,4.59,59.9,HIGH
1.062,8.8,36.1,LOW
1.246,4.72,46.8,HIGH
1.046,6.84,30.1,MODERATE
0.962,7.37,56.8,LOW
1.052,6.7,44.1,MODERATE
1.103,6.61,64.7,MODERATE
1.048,6.58,57.7,MODERATE
1.031,7.32,70.8,MODERATE
1.051,7.22,37.8,MODERATE
1.025,8.06,49.4,LOW
1.059,7.19,44.5,MODERATE
1.065,7.65,48.2,LOW
1.036,6.96,62.1,MODERATE
1.013,7.14,53.6,LOW
1.235,4.12,40.1,HIGH
1.059,6.35,61.2,MODERATE
0.956,7.97,54.8,LOW
1.246,4.27,76.1,HIGH
1.066,6.63,50.1,MODERATE
1.205,4.32,79.8,HIGH
1.065,6.17,67.5,MODERATE
1.025,7.79,54.4,LOW
0.951,8.69,38.9,LOW
1.087,5.53,51.1,HIGH
1.117,6.04,40.0,MODERATE
1.183,6.39,40.1,HIGH
0.975,8.12,38.5,LOW
0.966,7.64,34.7,LOW
0.987,8.38,57.1,LOW
1.068,6.52,48.3,MODERATE
1.121,6.13,68.3,HIGH
1.044,8.06,50.8,LOW
1.246,5.22,55.2,HIGH
0.995,7.01,54.6,LOW
1.076,6.22,37.0,MODERATE
0.978,7.83,55.9,LOW
1.095,7.48,73.3,MODERATE
1.093,6.92,34.8,MODERATE
1.085,6.55,68.5,MODERATE
1.011,7.47,49.4,LOW
1.197,5.5,50.7,HIGH
1.044,6.98,68.3,MODERATE
1.043,6.14,74.6,MODERATE
1.199,4.88,83.5,HIGH
0.98,8.07,42.2,LOW
1.041,8.75,45.1,LOW
1.119,7.0,60.8,MODERATE
1.089,6.16,43.6,HIGH
1.033,6.37,30.1,MODERATE
1.172,5.71,77.4,HIGH
1.064,7.28,28.5,LOW
1.111,4.56,61.6,HIGH
1.195,6.28,50.9,HIGH
1.034,6.89,57.2,MODERATE
0.957,8.46,54.8,LOW
1.093,6.08,52.4,HIGH
1.153,5.08,40.9,HIGH
1.0,7.87,57.7,LOW
1.048,7.72,50.6,LOW
1.115,6.07,59.1,MODERATE
1.06,7.22,43.0,LOW
1.051,8.02,40.0,LOW
1.169,5.15,61.8,HIGH
1.041,8.02,27.0,LOW
1.019,8.13,30.5,LOW
1.104,6.27,63.7,MODERATE
1.122,5.63,84.8,HIGH
1.045,6.05,37.7,MODERATE
1.017,7.1,29.2,LOW
1.084,6.58,55.7,MODERATE
1.097,5.82,79.0,HIGH
0.978,7.52,51.3,LOW
0.988,8.27,41.6,LOW
1.035,8.73,44.5,LOW
1.066,8.47,51.8,LOW
1.03,7.76,43.6,LOW
1.085,6.39,74.4,MODERATE
1.004,7.69,53.1,LOW
1.059,6.49,44.7,MODERATE
1.088,4.63,55.2,HIGH
1.045,6.46,53.6,MODERATE
1.097,6.95,40.9,MODERATE
1.011,8.54,33.5,LOW
1.002,8.91,22.7,LOW
1.207,6.44,75.4,HIGH
1.243,4.7,57.8,HIGH
1.069,6.97,61.0,MODERATE
1.021,8.32,38.5,LOW
1.119,6.77,39.7,MODERATE
0.985,8.05,30.7,LOW
1.04,7.43,40.1,MODERATE
0.985,8.78,43.1,LOW
1.031,8.55,25.7,LOW
1.105,7.2,42.9,MODERATE
1.019,8.9,56.6,LOW
0.957,7.22,45.5,LOW
1.008,7.67,58.2,LOW
1.114,5.17,87.6,HIGH
1.001,8.86,43.0,LOW
1.155,6.29,42.2,HIGH
1.118,6.69,63.6,MODERATE
1.029,7.47,36.3,LOW
1.107,6.94,61.4,MODERATE
1.203,5.33,48.1,HIGH
0.985,8.37,47.5,LOW
1.033,7.17,51.3,MODERATE
0.984,7.43,48.8,LOW
0.963,7.98,59.5,LOW
1.005,7.38,23.4,LOW
1.069,8.66,26.8,LOW
1.092,6.23,38.0,MODERATE
1.002,7.72,39.5,LOW
1.03,6.67,73.7,MODERATE
0.955,8.71,33.2,LOW
1.015,8.65,43.6,LOW
1.209,4.34,62.9,HIGH
1.053,7.44,69.4,MODERATE
0.994,8.79,41.6,LOW
1.004,7.14,25.4,LOW
1.024,7.02,57.5,LOW
1.139,5.77,59.2,HIGH
1.001,7.13,30.4,LOW
1.214,4.06,40.3,HIGH
1.179,5.74,73.3,HIGH
1.232,6.11,59.7,HIGH
1.06,7.27,39.9,LOW
1.037,7.17,48.7,MODERATE
1.025,7.3,44.4,LOW
1.228,5.11,61.6,HIGH
1.097,6.77,47.6,MODERATE
1.191,4.09,43.8,HIGH
1.238,4.76,58.7,HIGH
0.969,7.56,32.8,LOW
1.109,7.17,32.1,MODERATE
1.036,7.97,38.6,LOW
1.118,7.38,69.5,MODERATE
0.953,8.86,54.0,LOW
1.048,6.43,69.7,MODERATE
0.996,8.79,45.1,LOW
1.225,4.57,60.9,HIGH
1.146,4.89,64.8,HIGH
1.133,4.27,73.2,HIGH
1.103,5.36,44.8,HIGH
1.054,6.89,49.3,MODERATE
1.111,7.44,36.0,MODERATE
1.056,6.27,41.2,MODERATE
1.212,5.79,86.6,HIGH
1.066,7.42,51.7,MODERATE
1.005,7.14,23.4,LOW
1.243,4.49,54.5,HIGH
1.113,4.33,65.2,HIGH
1.14,4.33,46.5,HIGH
0.993,8.65,54.5,LOW
1.151,5.58,59.3,HIGH
1.03,7.17,32.0,MODERATE
1.079,7.12,71.1,MODERATE
1.009,7.52,26.0,LOW
1.116,7.43,73.7,MODERATE
1.001,8.21,44.8,LOW
1.078,7.04,56.8,MODERATE
0.973,8.63,47.1,LOW
1.075,6.7,37.4,MODERATE
1.19,5.83,59.5,HIGH
1.02,7.13,27.9,LOW
1.055,7.21,59.6,MODERATE
1.096,6.63,55.9,MODERATE
1.08,7.44,56.5,MODERATE
1.027,7.4,58.6,LOW
1.028,7.61,53.5,LOW
1.104,6.19,59.2,MODERATE
1.236,6.39,86.6,HIGH
1.036,6.84,50.6,MODERATE
1.031,8.3,57.9,LOW
1.149,6.13,53.9,HIGH
1.077,6.27,36.3,MODERATE
1.243,4.71,75.5,HIGH
1.105,5.42,60.2,HIGH
1.114,5.86,68.7,HIGH
1.033,8.91,40.6,LOW
1.098,7.34,46.2,MODERATE
1.041,6.37,44.1,MODERATE
1.233,5.3,58.2,HIGH
1.078,6.41,57.9,MODERATE
0.982,8.27,35.9,LOW
1.037,7.58,48.1,LOW
1.037,7.36,31.8,MODERATE
1.06,7.26,50.9,LOW
1.086,6.86,66.6,MODERATE
1.006,7.65,47.1,LOW
1.09,6.9,49.0,MODERATE
1.063,8.25,40.8,LOW
1.188,6.14,61.1,HIGH
1.055,6.97,46.3,MODERATE
1.031,7.88,56.0,LOW
1.029,7.34,26.4,LOW
1.1,6.84,70.9,MODERATE
1.038,6.95,30.1,MODERATE
1.12,7.32,56.7,MODERATE
0.959,8.25,55.5,LOW
1.105,6.06,87.2,HIGH
0.957,8.36,48.2,LOW
1.002,8.31,51.0,LOW
